8/01/2022,bunnings 595000 ashfield,-13.96
6/01/2022,uber *trip sydney aus,-138.41
4/01/2022,apple.com/bill sydney nsw,-21.96
3/01/2022,uber trip 8005928996 ca ##0122 18.17 us dollar,-25.09
3/01/2022,uber* trip san franciscca ##0122 40.15 us dollar,-55.44
2/01/2022,uber trip 8005928996 ca ##0122 9.64 us dollar,-13.31
2/01/2022,uber trip 8005928996 ca ##0122 33.45 us dollar,-46.19
2/01/2022,southwes 800-435-9792tx ##0122 61.80 us dollar,-85.39
2/01/2022,southwes 800-435-9792tx ##0122 61.80 us dollar,-85.39
2/01/2022,uber trip 8005928996 ca ##0122 37.53 us dollar,-51.82
2/01/2022,ezi*wellness local (m mortlake aus,-49
1/01/2022,uber trip 8005928996 ca ##0122 8.04 us dollar,-11.1
1/01/2022,uber trip 8005928996 ca ##0122 13.81 us dollar,-19.07
31/12/2021,uber trip 8005928996 ca ##0122 19.65 us dollar,-27.25
31/12/2021,uber trip 8005928996 ca ##0122 9.12 us dollar,-12.6
31/12/2021,uber trip 8005928996 ca ##0122 13.62 us dollar,-18.82
31/12/2021,uber trip 8005928996 ca ##0122 7.42 us dollar,-10.25
31/12/2021,tst* coco crepes waffl houston tx ##0122 31.81 us dollar,-43.95
31/12/2021,place d armes hotel new orleans la ##0122 188.20 us dollar,-260.03
30/12/2021,uber trip 8005928996 ca ##0122 16.66 us dollar,-23.02
30/12/2021,uber trip 8005928996 ca ##0122 6.46 us dollar,-8.96
29/12/2021,uber trip 8005928996 ca ##1221 10.34 us dollar,-14.35
29/12/2021,uber trip 8005928996 ca ##1221 9.86 us dollar,-13.69
29/12/2021,amznprimeau membership sydney southnsw,-6.99
28/12/2021,uber trip 8005928996 ca ##1221 8.42 us dollar,-11.69
28/12/2021,cci*hotel findhotel 866-488-4583tx ##1221 123.77 us dollar,-172.05
26/12/2021,ezi*wellness local (m mortlake aus,-49
26/12/2021,ezi*f45 training conc mortlake aus,-240
23/12/2021,apple.com/bill sydney nsw,-30.46
23/12/2021,parkway bakery new orleans la ##1221 41.75 us dollar,-58.64
23/12/2021,amzn mktp us*fi97y8dm3 amzn.com/billux ## lux merchant,-53.98
23/12/2021,raising cane's #127 biloxi ms ##1221 29.61 us dollar,-41.59
22/12/2021,ocean springs mercanti ocean springms ##1221 74.90 us dollar,-105.54
22/12/2021,candy cottage & gourme ocean springms ##1221 10.32 us dollar,-14.54
22/12/2021,sq *two dogs dancing ocean springms ##1221 129.26 us dollar,-181.56
22/12/2021,amzn mktp us*c12oe02o3 amzn.com/billux ## lux merchant,-21.43
20/12/2021,iahb cibo express b25 houston tx ##1221 6.93 us dollar,-9.79
20/12/2021,iahb cibo express b25 houston tx ##1221 16.00 us dollar,-22.6
20/12/2021,whsmith sydt1 pier c mascot aus,-10
20/12/2021,whsmith sydt1 pier b mascot aus,-80.55
20/12/2021,lax airp carls jr los angeles ca ##1221 27.29 us dollar,-38.25
20/12/2021,deliveroo north sydneynsw,-92.09
19/12/2021,ezi*wellness local (m mortlake aus,-49
19/12/2021,apple.com/bill sydney nsw,-28.48
19/12/2021,amzn digital*gw1022gw3 amzn.com/billux ## lux merchant,-17.11
19/12/2021,prezzee/au8e681e88 sydney nsw,-500
19/12/2021,hungry jacks ashfield aus,-27.4
19/12/2021,paypal *douglasmann 4029357733 aus,-59
19/12/2021,paypal *douglasmann 4029357733 aus,-59
18/12/2021,southwes5261462231600 frankfurt deu ##1221 523.92 us dollar,-734.32
18/12/2021,deliveroo north sydneynsw,-44.29
18/12/2021,apple.com/bill sydney nsw,-71.98
18/12/2021,uber *eats sydney aus,-25.79
17/12/2021,apple.com/bill sydney aus,-1.49
17/12/2021,iga breakfast point breakfast poaus,-46
17/12/2021,iga breakfast point breakfast poaus,-36.49
16/12/2021,iga breakfast point breakfast poaus,-64.68
16/12/2021,amzn mktp us*v764m8u43 amzn.com/billux ## lux merchant,-93.81
16/12/2021,zazzle inc 8888929953 ca ##1221 131.54 us dollar,-185.35
15/12/2021,target online 03 aus,-39
14/12/2021,transportfornsw tap sydney,-9.39
13/12/2021,wsz pty ltd sydney nsw,-4.8
13/12/2021,paragon sydney nsw,-63.76
12/12/2021,ezi*wellness local (m mortlake aus,-49
12/12/2021,apple.com/bill sydney nsw,-6.99
12/12/2021,uber *eats sydney aus,-51.99
12/12/2021,brettminers 0297434845 aus,-80
11/12/2021,iga breakfast point breakfast poaus,-34.96
10/12/2021,uber *eats sydney aus,-52.48
10/12/2021,transportfornsw tap sydney,-12.42
10/12/2021,deliveroo north sydneynsw,-25.78
9/12/2021,iga breakfast point breakfast poaus,-36.72
9/12/2021,barangaroo house barangaroo nsw,-138.7
9/12/2021,yf & zd pty ltd breakfast ponsw,-9.1
8/12/2021,sq *dogtech centre hurlstone paaus,-100
8/12/2021,uber *eats sydney aus,-74.19
8/12/2021,primevideo sydney nsw,-4.99
6/12/2021,app group internatio north strathnsw,-48
5/12/2021,ezi*wellness local (m mortlake aus,-49
5/12/2021,brettminers 0297434845 aus,-40
3/12/2021,petco animal sppls pl ashfield,-194.18
2/12/2021,sq *brett miners tenn north strathaus,-3.5
2/12/2021,uber *eats sydney aus,-64.69
2/12/2021,transportfornsw tap sydney,-12.42
1/12/2021,the grand hotel sydney nsw,-9.5
1/12/2021,iga breakfast breakfast poaus,-4.39
30/11/2021,vapo vapo.co.nz nzl ##1221 174.00 nz dollar,-167.07
30/11/2021,uber *eats sydney aus,-60.99
30/11/2021,brettminers 0297434845 aus,-290.4
30/11/2021,sdro infrngmnt payme maitland nsw,-124.31
29/11/2021,iga breakfast breakfast poaus,-11.99
29/11/2021,amznprimeau membership sydney southnsw,-6.99
28/11/2021,ezi*wellness local (m mortlake aus,-49
28/11/2021,ezi*f45 training conc mortlake aus,-240
28/11/2021,tennis ranch w/house gladesville nsw,-166.95
28/11/2021,dazed cafe mortlake aus,-26.5
28/11/2021,iga breakfast breakfast poaus,-5.95
28/11/2021,uber *eats sydney aus,-52.19
27/11/2021,uber *eats sydney aus,-64.19
27/11/2021,budget petrol northqps north strath,-26.69
26/11/2021,sayulita lane cove lane cove nsw,-136
26/11/2021,industrie clothing pty burwood,-63.95
26/11/2021,connor clothing pty burwood,-34.99
26/11/2021,david jones limited burwood,-29.97
24/11/2021,kfc five dock five dock nsw,-28.4
24/11/2021,bunnings 595000 ashfield,-165.41
24/11/2021,deliveroo north sydneynsw,-55.79
23/11/2021,brettminers 0297434845 aus,-290.4
22/11/2021,iga breakfast breakfast poaus,-5.5
22/11/2021,flight centre south brisbaaus,-6735.41
21/11/2021,ezi*wellness local (m mortlake aus,-49
20/11/2021,brettminers 0297434845 aus,-80
19/11/2021,iga breakfast breakfast poaus,-123.46
19/11/2021,apple.com/bill sydney aus,-71.98
19/11/2021,apple.com/bill sydney aus,-1.49
18/11/2021,brettminers 0297434845 aus,-660
18/11/2021,dogtech training centr hurlstone pansw,-265.2
18/11/2021,yf & zd pty ltd breakfast ponsw,-9.1
17/11/2021,amzn digital*5p3qh09v3 amzn.com/billux ## lux merchant,-16.61
17/11/2021,amazon mktplc au sydney southnsw,-99.99
17/11/2021,deliveroo north sydneynsw,-58.89
15/11/2021,iga breakfast breakfast poaus,-83.01
14/11/2021,ezi*wellness local (m mortlake aus,-49
14/11/2021,woolworths 1323 prospect ns,-24.9
14/11/2021,uber *eats sydney aus,-64.69
13/11/2021,petco animal sppls pl ashfield,-876.57
13/11/2021,transportfornsw tap sydney,-12.42
13/11/2021,uber *eats sydney aus,-26.05
13/11/2021,brettminers 0297434845 aus,-40
12/11/2021,opera convenience st sydney nsw,-5.95
12/11/2021,sushi and nori sydney nsw,-10
12/11/2021,me&u surry hills aus,-30.27
12/11/2021,me&u surry hills aus,-21.19
12/11/2021,apple.com/bill sydney aus,-6.99
12/11/2021,city of canada bay c drummoyne,-30.4
12/11/2021,crema at the garden ca sydney,-7.2
12/11/2021,crema at the garden ca sydney,-0.8
10/11/2021,uber *eats sydney aus,-66.99
10/11/2021,vapo vapo.co.nz nzl ##1121 117.00 nz dollar,-113.28
9/11/2021,yf & zd pty ltd breakfast ponsw,-9.1
9/11/2021,uber *eats sydney aus,-41.29
8/11/2021,app group internatio north strathnsw,-69.5
7/11/2021,idemia tsa precheck billerica ma ##1121 70.00 us dollar,-95.13
7/11/2021,ezi*wellness local (m mortlake aus,-49
7/11/2021,brettminers 0297434845 aus,-211.2
7/11/2021,brettminers 0297434845 aus,-80
6/11/2021,uber *eats sydney aus,-49.39
5/11/2021,steamgames.com 4259522 hamburg deu ## deu merchant,-99.95
5/11/2021,iga breakfast breakfast poaus,-42.96
4/11/2021,yf & zd pty ltd breakfast ponsw,-4.3
4/11/2021,uber *eats sydney aus,-68.69
3/11/2021,deliveroo north sydneynsw,-37.99
3/11/2021,yf & zd pty ltd breakfast ponsw,-9.3
3/11/2021,yf & zd pty ltd breakfast ponsw,-8.3
2/11/2021,amzn digital*597io8o03 amzn.com/billux ## lux merchant,-22.19
2/11/2021,amzn digital*yd3w555s3 amzn.com/billux ## lux merchant,-13.3
2/11/2021,bupa medical visa melbourne,-242.29
31/10/2021,ezi*wellness local (m mortlake aus,-49
31/10/2021,ezi*f45 training conc mortlake aus,-240
31/10/2021,deliveroo north sydneynsw,-67.5
30/10/2021,tennis ranch w/house gladesville nsw,-252.5
30/10/2021,sq *bannos gelato ryde aus,-5
30/10/2021,brettminers 0297434845 aus,-80
29/10/2021,amznprimeau membership sydney southnsw,-6.99
28/10/2021,bupa medical visa melbourne,-242.29
28/10/2021,blade and barrel pty concord nsw,-60
27/10/2021,iga breakfast breakfast poaus,-28.73
27/10/2021,uber *eats sydney aus,-43.23
26/10/2021,sq *quitrx st kilda aus,-70
26/10/2021,vapo auckland ##1021 174.00 nz dollar,-166.83
26/10/2021,yf & zd pty ltd breakfast ponsw,-9.1
25/10/2021,iga breakfast breakfast poaus,-37.14
24/10/2021,ezi*wellness local (m mortlake aus,-49
24/10/2021,styleyes optical wollongong nsw,-215
24/10/2021,sq *home trend campbelltownaus,-29.95
24/10/2021,big w 0154 campbelltownns,-84.4
24/10/2021,vitamin king campbelltownnsw,-4.95
24/10/2021,transportfornsw tap sydney,-8.15
23/10/2021,the morrison sydney nsw,-52.78
23/10/2021,yf & zd pty ltd breakfast ponsw,-8.1
23/10/2021,the morrison sydney nsw,-184.58
23/10/2021,park hyatt sydney ippi the rocks nsw,-506
23/10/2021,sq *brett miners tenn north strathaus,-36.3
22/10/2021,iga breakfast breakfast poaus,-85.77
22/10/2021,amzn digital*2y12l8012 888-802-3080wa ##1021 3.24 us dollar,-4.33
20/10/2021,cigna st peter porggy ##1021 473.57 us dollar,-639.44
20/10/2021,deliveroo north sydneynsw,-46.9
19/10/2021,steam purchase seattle deu ## deu merchant,-28.95
18/10/2021,apple.com/bill sydney aus,-6.99
18/10/2021,apple.com/bill sydney aus,-1.49
18/10/2021,apple.com/bill sydney nsw,-51.99
18/10/2021,apple.com/bill sydney nsw,-19.99
18/10/2021,apple.com/bill sydney nsw,-13.98
18/10/2021,mfmp-mortlake medical mortlake nsw,-120
18/10/2021,bfast point pharmacy breakfast ponsw,-74.8
18/10/2021,amzn digital*2y1aq9at1 amzn.com/billux ## lux merchant,-17.98
17/10/2021,ezi*wellness local (m mortlake aus,-49
17/10/2021,sq *brett miners tenn sydney olympaus,-24
17/10/2021,uber *eats sydney aus,-64.19
16/10/2021,brettminers 0297434845 aus,-58.3
14/10/2021,iga breakfast breakfast poaus,-42.95
12/10/2021,uber *eats sydney aus,-55.79
11/10/2021,brettminers 0297434845 aus,-211.2
11/10/2021,amzn digital*279hn1mo0 888-802-3080wa ##1021 12.98 us dollar,-17.81
11/10/2021,deliveroo north sydneynsw,-61.49
10/10/2021,ezi*wellness local (m mortlake aus,-49
10/10/2021,dazed cafe mortlake aus,-39
9/10/2021,amzn digital*277nf14w2 888-802-3080wa ##1021 11.90 us dollar,-16.33
9/10/2021,sq *brett miners tenn north strathaus,-76.3
6/10/2021,uber *eats sydney aus,-68.99
6/10/2021,amzn digital*2c8t339z2 888-802-3080wa ##1021 11.90 us dollar,-16.42
5/10/2021,brettminers 0297434845 aus,-96
5/10/2021,brettminers 0297434845 aus,-76.3
3/10/2021,ezi*wellness local (m mortlake aus,-25
3/10/2021,app group internatio north strathnsw,-70.49
3/10/2021,uber *eats sydney aus,-44.24
3/10/2021,amzn digital*2c3j67r51 amzn.com/billux ## lux merchant,-16.84
2/10/2021,iga breakfast breakfast poaus,-148.47
2/10/2021,uber *eats sydney aus,-79.49
2/10/2021,jimmy brings australia alexandria nsw,-111.48
1/10/2021,vapoureyes nz hastings ##1021 231.60 nz dollar,-222.8
1/10/2021,uber *eats sydney aus,-32.38
30/09/2021,uber *eats sydney aus,-52.19
29/09/2021,jbhifi.com.au 0395777000 vic,-198
27/09/2021,steam purchase seattle deu ## deu merchant,-56.95
27/09/2021,app group internatio north strathnsw,-45.5
26/09/2021,ezi*wellness local (m mortlake aus,-25
26/09/2021,app group internatio north strathnsw,-104.5
26/09/2021,sq *brett miners tenn concord westaus,-24
25/09/2021,sq *brett miners tenn concord westaus,-40
23/09/2021,uber *eats sydney aus,-51.09
22/09/2021,mcafee *www.mcafee.com 1800-998-887irl ## irl merchant,-49.95
22/09/2021,service nsw sydney,-190.84
21/09/2021,amzn digital*2g9o25hy2 888-802-3080wa ##0921 14.06 us dollar,-19.48
21/09/2021,centre com 61383117600 vic,-2145.34
20/09/2021,uber *eats sydney aus,-61.49
20/09/2021,olympic park convenien sydney olymp,-3.5
19/09/2021,ezi*wellness local (m mortlake aus,-25
19/09/2021,sq *brett miners tenn concord westaus,-36
18/09/2021,uber *eats sydney aus,-58.49
18/09/2021,sq *brett miners tenn north strathaus,-92
18/09/2021,yf & zd pty ltd breakfast ponsw,-9.1
17/09/2021,iga breakfast breakfast poaus,-40.32
16/09/2021,uber *eats sydney aus,-71.69
15/09/2021,iga breakfast breakfast poaus,-73.41
15/09/2021,bfast point pharmacy breakfast ponsw,-25.95
14/09/2021,deliveroo north sydneynsw,-51.23
12/09/2021,ezi*wellness local (m mortlake aus,-25
12/09/2021,sq *brett miners tenn north strathaus,-24
11/09/2021,sq *brett miners tenn concord westaus,-80
10/09/2021,amzn digital*2g2ky7t60 888-802-3080wa ##0921 14.06 us dollar,-19.11
8/09/2021,dazed cafe mortlake aus tap and pay 6055,-6
7/09/2021,uber *eats sydney aus,-54.48
6/09/2021,iga breakfast breakfast poaus tap and pay 6055,-32.72
6/09/2021,bfast point pharmacy breakfast ponsw tap and pay 6055,-14.95
6/09/2021,brettminers 0297434845 aus,-211.2
5/09/2021,ezi*wellness local (m mortlake aus,-25
5/09/2021,sq *brett miners tenn north strathaus,-24
5/09/2021,uber *eats sydney aus,-43.39
5/09/2021,dazed cafe mortlake aus tap and pay 6055,-31
4/09/2021,deliveroo north sydneynsw tap and pay 6055,-75.69
4/09/2021,sq *brett miners tenn concord westaus,-80
4/09/2021,sq *brett miners tenn concord westaus,-18
3/09/2021,iga breakfast breakfast poaus tap and pay 6055,-37.78
31/08/2021,steptember allambie heinsw,-71.42
30/08/2021,steam purchase seattle deu ## deu merchant,-56.95
30/08/2021,sq *brett miners tenn north strathaus,-80
